 ,Area,X,Y,Perim.,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,,,Al At%,Cu At%,Mg At%,Fe At%,Mn At%,Si At%,O At%,,Type
264,63,"764,675","928,310","33,213",761,922,7,13,0.718,"13,928",762,922,"111,038","6,412","2,366",0.423,0.863,,,70.2070207,16.59165917,0.370037004,4.740474047,2.360236024,0.630063006,5.100510051,,Secondary
265,81,"487,895","931,315","52,527",480,927,15,9,0.369,"15,524",480,928,"165,069","9,000","1,974",0.507,0.695,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
266,21,"669,548","933,929","17,314",667,931,5,6,0.880,"7,810",667,931,"129,806","4,919","1,839",0.544,0.840,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
267,15,"658,167","935,233","13,314",656,933,5,4,"1,000","5,385",656,934,"158,199","4,000","1,186",0.843,0.882,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
268,76,"144,408","942,382","49,941",138,934,13,17,0.383,"20,248",140,934,"122,905","6,963","3,917",0.255,0.652,,,72.76,7.1,0.41,8.01,4.67,4.26,2.79,,Secondary
269,101,"1,419,965","943,688","37,456",1415,937,10,14,0.905,"14,560",1418,937,"105,945","10,000","1,424",0.702,0.906,,,54.30086017,23.09461892,19.52390478,0.180036007,0,0,2.900580116,,S-phase
270,11,"1,652,500","940,500","12,485",1651,938,3,5,0.887,"5,099",1652,938,"101,310","3,000","1,469",0.681,0.846,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
271,49,"1,236,276","942,316","39,456",1229,939,13,8,0.396,"14,765",1229,940,"151,699","6,959","2,476",0.404,0.681,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
272,11,"657,591","950,864","11,071",656,949,3,4,"1,000","5,000",656,949,"126,870","3,000","1,372",0.729,0.957,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
273,50,"676,720","953,480","25,213",673,949,8,9,0.988,"9,487",675,949,"108,435","8,000","1,138",0.879,0.877,,,59.57872441,20.86373264,17.55707225,0,0.282419393,0.141209696,1.57684161,,S-phase
274,157,"1,264,156","958,022","54,527",1254,952,21,12,0.664,"21,378",1254,962,"10,784","12,000","2,026",0.494,0.820,,,64.78,28.46,2.04,1.8,0.55,0.47,1.9,,Theta
275,20,"873,400","956,000","16,728",871,953,5,6,0.898,"7,211",871,959,"56,310","4,472","1,732",0.577,0.833,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
276,14,"968,500","960,286","14,485",967,957,3,6,0.838,"6,325",967,963,"71,565","3,000","1,950",0.513,0.875,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
277,28,"352,393","966,214","18,728",350,963,5,7,"1,000","7,616",351,970,"66,801","5,000","1,307",0.765,0.903,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
278,43,"570,291","967,267","22,971",567,963,7,8,"1,000","9,434",568,963,"122,005","7,000","1,379",0.725,0.905,,,77.36600676,14.09946886,0.519072912,4.550941574,2.317720908,0.59150169,0.555287301,,Secondary
279,12,"1,295,000","973,000","11,314",1293,971,4,4,"1,000","4,472",1294,971,"116,565","4,000","1,000","1,000",0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
280,207,"1,260,534","981,659","54,284",1253,973,16,17,0.883,"18,601",1256,973,"126,254","16,000","1,120",0.893,0.920,,,65.01,30.98,0,0,0,0,4.01,,Theta
281,123,"1,287,955","983,972","58,184",1277,976,21,15,0.457,"24,698",1277,977,"148,241","8,403","3,741",0.267,0.748,,,69.41,26.81,0.79,0.27,0,0,2.72,,Theta
282,17,"163,441","981,265","13,899",161,979,5,4,"1,000","5,831",161,980,"149,036","4,000","1,336",0.749,0.919,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
283,10,"943,300","981,500","11,071",941,980,4,3,"1,000","4,472",941,981,"153,435","3,000","1,236",0.809,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
284,30,"1,276,867","985,867","18,728",1274,983,6,6,"1,000","7,211",1274,988,"33,690","6,000","1,116",0.896,0.923,,,78.58,11.5,1.58,3.36,0.72,0.52,3.74,,Secondary
285,42,"231,310","989,048","23,799",227,985,8,8,0.932,"9,434",227,991,"32,005","6,364","1,530",0.653,0.875,,,68.19568278,28.55466917,1.044110746,0.187705303,0.258094791,0.24636321,1.513374003,,Theta
286,14,"498,000","991,286","13,899",496,989,4,5,0.911,"5,831",497,994,"59,036","4,000","1,471",0.680,0.848,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
287,14,"581,214","1,000,500","13,314",579,998,4,5,0.993,"5,385",580,998,"111,801","4,000","1,388",0.720,0.824,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
288,58,"1,668,741","1,003,310","40,042",1662,999,15,8,0.455,"15,524",1662,1004,"14,931","6,843","2,628",0.380,0.671,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
289,641,"819,032","1,015,653","119,196",800,1000,37,31,0.567,"40,719",800,1006,"155,323","25,899","1,689",0.592,0.846,,,72.23,7.04,0.29,7.1,5.19,5.83,2.32,,Secondary
290,250,"957,172","1,011,564","62,184",949,1000,16,23,0.812,"24,042",952,1023,"73,072","14,920","1,671",0.598,0.907,,,74.59143505,16.22330908,0.405582727,4.616485745,1.467255159,0,2.695932244,,Secondary
291,15,"987,167","1,007,767","16,142",985,1005,5,6,0.723,"7,211",985,1005,"123,690","3,536","2,197",0.455,0.750,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
292,20,"1,115,000","1,008,800","15,899",1113,1006,4,6,0.994,"6,708",1114,1012,"63,435","4,000","1,546",0.647,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
293,34,"1,245,147","1,009,735","24,971",1240,1006,9,7,0.685,"10,296",1240,1012,"29,055","5,814","2,183",0.458,0.764,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
294,24,"1,259,708","1,009,458","18,142",1256,1007,7,5,0.916,"8,062",1256,1008,"150,255","4,472","1,942",0.515,0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
295,27,"974,500","1,012,500","18,142",972,1009,5,7,"1,000","7,616",973,1009,"113,199","5,000","1,438",0.695,0.900,,,64.12328293,18.21539882,15.50271269,0.138520143,0,0.173150179,1.846935242,,S-phase
296,19,"781,132","1,013,079","16,142",779,1010,5,6,0.916,"7,211",779,1010,"123,690","4,243","1,851",0.540,0.844,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
297,42,"141,571","1,024,952","26,385",138,1020,7,9,0.758,"9,849",141,1020,"113,962","6,905","1,443",0.693,0.832,,,76.22720898,12.79803647,9.747545582,0.12856475,0,0.140252454,0.958391772,,Unknown
298,11,"701,500","1,024,591","12,485",699,1023,5,3,0.887,"5,385",699,1024,"158,199","3,000","1,454",0.688,0.846,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
299,26,"495,500","1,028,731","19,556",492,1026,7,5,0.854,"7,616",492,1027,"156,801","5,000","1,671",0.598,0.839,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
300,171,"702,050","1,037,488","54,284",696,1027,11,21,0.729,"21,213",701,1048,"81,870","10,850","2,074",0.482,0.898,,,72.25062418,7.620972536,0.142670313,8.310545714,4.613006777,5.314469148,1.74771133,,Secondary
301,125,"1,306,260","1,034,988","42,870",1300,1027,12,15,0.855,"16,643",1301,1042,"57,265","11,180","1,511",0.662,0.899,,,66.65333467,19.03809619,0.429957004,6.079392061,3.719628037,0.809919008,3.269673033,,Secondary
302,376,"1,275,601","1,046,864","88,669",1267,1029,20,33,0.601,"34,205",1268,1029,"105,255","17,582","2,213",0.452,0.848,,,65.83658366,17.93179318,0.640064006,7.050705071,3.560356036,1.670167017,3.310331033,,Secondary
303,34,"1,152,971","1,037,794","24,142",1150,1033,5,9,0.733,"9,487",1152,1033,"108,435","5,000","2,142",0.467,0.861,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
304,32,"828,625","1,044,219","20,728",826,1041,6,7,0.936,"8,062",827,1048,"60,255","6,000","1,392",0.718,0.877,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
305,49,"817,520","1,049,561","27,213",813,1045,9,9,0.831,"11,402",813,1046,"142,125","6,800","1,919",0.521,0.838,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
306,567,"1,500,844","1,067,396","152,894",1487,1048,27,42,0.305,"42,579",1498,1090,"80,538","25,614","1,733",0.577,0.758,,,71.03289671,18.48815118,0,5.899410059,3.129687031,0.269973003,1.179882012,,Secondary
307,12,"1,380,417","1,057,333","12,485",1379,1055,3,5,0.967,"5,385",1379,1055,"111,801","3,000","1,579",0.633,0.889,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
308,10,"1,064,500","1,062,300","11,071",1063,1060,3,4,"1,000","4,472",1064,1060,"116,565","3,000","1,236",0.809,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
309,167,"1,524,722","1,068,895","51,355",1517,1061,15,15,0.796,"17,804",1519,1076,"51,843","14,422","1,277",0.783,0.891,,,68.06138353,14.25488551,0,7.612996044,4.112216761,3.368900611,2.589617552,,Secondary
310,55,"655,155","1,070,064","28,385",650,1066,9,8,0.858,"10,296",650,1071,"29,055","8,000","1,193",0.838,0.902,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
311,11,"1,018,318","1,067,682","11,899",1016,1066,4,4,0.976,"4,472",1017,1066,"116,565","4,000","1,035",0.966,0.846,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
312,12,"1,481,750","1,069,917","11,899",1480,1068,4,4,"1,000","5,000",1480,1068,"126,870","4,000","1,281",0.780,0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
313,232,"144,405","1,088,379","69,255",133,1080,21,18,0.608,"22,136",133,1083,"161,565","17,314","1,110",0.901,0.862,,,71.04576713,7.529049087,0.5572682,7.173345981,5.371116908,5.703106474,2.620346218,,Secondary
314,11,"335,682","1,091,955","11,314",334,1090,4,4,"1,000","5,000",334,1094,"36,870","3,536","1,450",0.689,0.846,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
315,120,"331,833","1,103,517","43,456",327,1096,11,16,0.799,"17,088",328,1112,"69,444","10,522","1,759",0.569,0.886,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
316,62,"198,532","1,102,274","29,799",195,1097,8,11,0.877,"11,402",197,1097,"105,255","8,000","1,473",0.679,0.879,,,75.5897812,15.38931671,0.941205232,4.327099377,1.41791957,0.122234446,2.212443467,,Secondary
317,19,"1,029,237","1,103,868","15,899",1027,1101,4,6,0.944,"6,708",1028,1107,"63,435","4,000","1,598",0.626,0.884,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
318,307,"743,800","1,112,373","70,527",732,1102,20,22,0.776,"25,495",733,1106,"138,180","20,000","1,194",0.838,0.922,,,64.01841105,31.88913348,0.86051631,0.340204122,0,0.210126076,2.681608965,,Theta
319,12,"973,417","1,110,667","12,485",972,1108,3,5,0.967,"5,385",972,1113,"68,199","3,000","1,579",0.633,0.889,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
320,84,"837,143","1,128,357","38,971",834,1121,7,16,0.695,"16,492",836,1137,"75,964","7,000","2,599",0.385,0.898,,,70.78707131,18.83789785,0,6.229953121,2.109548483,0.271403898,1.764125339,,Secondary
321,50,"1,672,480","1,138,080","27,556",1667,1135,11,6,0.827,"11,402",1667,1136,"164,745","6,000","1,816",0.551,0.885,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
322,11,"555,045","1,138,864","11,314",553,1137,4,4,"1,000","4,472",554,1137,"116,565","4,000","1,139",0.878,0.815,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
323,36,"850,722","1,141,139","23,213",847,1137,7,8,0.840,"9,434",848,1137,"122,005","6,261","1,684",0.594,0.828,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
324,254,"933,354","1,156,622","68,426",925,1144,17,23,0.682,"24,042",926,1167,"73,072","16,832","1,462",0.684,0.849,,,66.45445642,19.4539667,0.195886386,6.868266405,2.938295788,0.734573947,3.354554358,,Secondary
325,221,"1,328,020","1,155,640","70,426",1320,1144,15,24,0.560,"24,331",1326,1144,"99,462","14,513","1,741",0.574,0.822,,,79.04790479,9.630963096,0.580058006,1.390139014,5.540554055,0.710071007,3.100310031,,Secondary
326,24,"309,833","1,146,958","21,899",305,1145,9,4,0.629,"9,487",305,1148,"18,435","3,726","3,002",0.333,0.814,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
327,13,"839,115","1,147,115","11,899",837,1145,4,4,"1,000","5,000",838,1145,"126,870","4,000","1,159",0.863,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
328,77,"576,604","1,152,669","31,799",572,1147,9,11,0.957,"11,402",575,1147,"105,255","9,000","1,186",0.843,0.917,,,53.77,23.07,21.45,0,0,0.35,1.36,,S-phase
329,64,"187,734","1,153,750","38,627",180,1148,12,10,0.539,"14,422",180,1156,"33,690","9,227","1,595",0.627,0.707,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
330,270,"745,378","1,160,411","63,113",737,1150,17,21,0.852,"23,324",740,1151,"120,964","16,378","1,440",0.694,0.934,,,62.49853097,33.5527089,0.846162886,0.188036197,0.505347279,0,2.409213774,,Theta
331,33,"918,924","1,158,742","20,142",916,1155,6,7,"1,000","7,616",918,1155,"113,199","6,000","1,166",0.857,0.904,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
332,76,"217,224","1,167,132","33,456",212,1162,10,11,0.853,"12,207",213,1163,"124,992","9,153","1,367",0.732,0.884,,,59.84972998,20.87344447,17.1284339,0.211317211,0.199577366,0.493073491,1.244423574,,S-phase
333,104,"1,593,500","1,171,212","44,284",1588,1163,10,16,0.666,"17,088",1591,1179,"69,444","9,839","1,940",0.516,0.849,,,73.83646182,15.68526614,0.86140396,4.255592697,2.185651839,0,3.175623554,,Secondary
334,389,"184,058","1,179,657","135,681",173,1164,22,34,0.266,"37,216",176,1197,"59,300","21,368","2,040",0.490,0.664,,,69.3,16.88,0,6.47,3.82,1.78,1.75,,Secondary
335,36,"1,021,722","1,187,778","22,385",1019,1184,6,8,0.903,"8,544",1020,1192,"69,444","6,000","1,346",0.743,0.889,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
336,30,"428,367","1,194,900","22,385",425,1191,7,8,0.752,"10,000",425,1191,"126,870","4,950","2,395",0.417,0.800,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
337,26,"1,111,423","1,200,115","18,728",1109,1197,6,6,0.932,"7,810",1109,1197,"140,194","5,657","1,321",0.757,0.881,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
338,49,"435,112","1,205,643","27,799",430,1202,9,8,0.797,"11,314",431,1202,"135,000","7,071","1,612",0.620,0.875,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
339,96,"473,104","1,210,208","38,627",469,1203,9,15,0.809,"15,297",471,1218,"78,690","9,000","1,808",0.553,0.885,,,52.47166063,23.2090686,21.63141288,0,0,0,2.687857894,,S-phase
340,98,"331,969","1,215,296","36,627",326,1210,12,11,0.918,"14,866",327,1210,"132,274","9,899","1,549",0.645,0.920,,,65.65252202,17.35388311,14.87189752,0.210168135,0,0,1.911529223,,S-phase
341,36,"1,526,972","1,219,667","21,314",1524,1216,6,7,0.996,"8,602",1524,1223,"54,462","6,000","1,296",0.771,0.935,,,73.93,13.87,10.46,0,0.39,0.59,0.76,,S-phase
342,26,"591,115","1,218,692","26,627",586,1217,10,4,0.461,"10,198",586,1218,"168,690","4,000","3,031",0.330,0.693,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
343,35,"426,900","1,226,900","22,728",422,1224,9,5,0.851,"9,487",422,1226,"161,565","5,000","1,961",0.510,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
344,267,"1,359,440","1,236,507","62,527",1351,1227,18,19,0.858,"21,471",1353,1246,"62,241","18,000","1,084",0.923,0.937,,,67.17861894,16.72511791,0,6.929495707,2.708912807,1.729350587,4.728504051,,Secondary
345,18,"1,621,000","1,230,500","14,485",1619,1228,4,5,"1,000","6,403",1619,1228,"128,660","4,000","1,362",0.734,0.947,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
346,30,"1,623,000","1,252,000","19,314",1620,1249,6,6,"1,000","7,211",1621,1249,"123,690","6,000","1,122",0.891,0.909,,,57.49724917,20.50615185,19.19575873,0,0,0.56016805,2.240672202,,S-phase
347,41,"943,671","1,260,695","23,799",939,1257,9,7,0.910,"9,487",939,1259,"161,565","7,000","1,360",0.735,0.845,,,78.82015077,13.03099198,0.694028958,3.793227235,1.711140361,0.191456264,1.759004427,,Secondary
348,12,"953,333","1,260,333","13,314",951,1258,5,4,0.851,"5,657",951,1262,"45,000","3,578","1,633",0.612,0.774,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
349,29,"1,636,362","1,264,121","19,314",1634,1261,5,7,0.977,"7,616",1634,1261,"113,199","5,000","1,287",0.777,0.921,,,67.70303818,28.85683887,0.189147653,0.106395555,0,0.626551602,2.518028136,,Theta
350,130,"1,228,415","1,287,285","44,042",1221,1281,14,13,0.842,"17,205",1221,1282,"144,462","12,333","1,388",0.720,0.890,,,74.83251675,22.30776922,0.419958004,0.249975002,0.379962004,0.339966003,1.469853015,,Secondary
351,115,"1,256,057","1,288,822","54,527",1246,1283,20,12,0.486,"20,881",1246,1293,"16,699","9,459","2,862",0.349,0.726,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
352,12,"936,000","1,286,000","11,314",934,1284,4,4,"1,000","4,472",935,1284,"116,565","4,000","1,000","1,000",0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
353,17,"327,088","1,287,382","13,899",325,1285,4,5,"1,000","5,831",326,1290,"59,036","4,000","1,263",0.792,0.919,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
354,13,"769,115","1,288,885","11,899",767,1287,4,4,"1,000","5,000",767,1290,"36,870","4,000","1,159",0.863,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
355,245,"939,831","1,305,137","68,912",931,1294,17,22,0.648,"22,472",938,1294,"110,854","15,918","1,504",0.665,0.843,,,71.1038961,17.84554731,0.405844156,5.194805195,2.922077922,1.240723562,1.287105751,,Secondary
356,53,"122,047","1,301,651","35,799",117,1298,12,8,0.520,"13,416",117,1304,"26,565","7,566","2,041",0.490,0.716,,,61.94380562,18.21817818,16.41835816,0.299970003,0,0.139986001,2.97970203,,S-phase
357,11,"1,672,864","1,304,045","11,314",1671,1302,4,4,"1,000","4,472",1672,1302,"116,565","4,000","1,139",0.878,0.815,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
358,288,"1,226,517","1,314,212","67,012",1218,1304,18,22,0.806,"25,239",1220,1326,"56,310","17,669","1,421",0.703,0.923,,,67.12328767,29.43705629,0.529947005,0.249975002,0.229977002,0,2.429757024,,Theta
359,596,"655,899","1,324,559","144,125",645,1305,30,48,0.361,"50,160",650,1353,"66,501","26,307","2,989",0.335,0.646,,,71.37,10,0.25,8.19,4.7,3.13,2.36,,Secondary
360,185,"766,684","1,315,219","54,284",760,1307,14,18,0.789,"21,095",762,1325,"58,570","13,533","1,613",0.620,0.905,,,73.41346154,7.079326923,0.300480769,7.463942308,4.627403846,4.663461538,2.451923077,,Secondary
361,207,"1,686,780","1,320,287","57,355",1679,1312,17,18,0.791,"21,401",1679,1329,"37,405","14,628","1,493",0.670,0.896,,,50.56494351,25.17748225,22.26777322,0,0.079992001,0,1.909809019,,S-phase
362,10,"807,200","1,315,900","11,314",805,1314,4,4,0.982,"4,472",806,1314,"116,565","4,000","1,028",0.973,0.769,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
363,22,"1,627,591","1,319,409","21,556",1623,1317,8,5,0.595,"8,544",1623,1320,"20,556","4,271","2,213",0.452,0.759,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
364,44,"1,130,614","1,331,886","23,556",1127,1328,7,8,0.996,"8,944",1129,1336,"63,435","7,000","1,172",0.853,0.907,,,61.67740306,20.17178224,16.63508905,0,0,0,1.515725654,,S-phase
365,13,"633,885","1,330,885","11,899",632,1329,4,4,"1,000","5,000",632,1329,"126,870","4,000","1,159",0.863,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
366,10,"732,500","1,331,000","10,485",731,1329,3,4,"1,000","5,000",731,1333,"53,130","3,000","1,551",0.645,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
367,28,"1,228,286","1,334,000","18,142",1225,1331,6,6,"1,000","6,708",1227,1331,"116,565","6,000","1,018",0.982,0.903,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
368,128,"728,227","1,339,359","42,627",721,1334,14,12,0.885,"16,401",721,1335,"142,431","11,926","1,432",0.698,0.931,,,70.77292271,24.81751825,0.859914009,0.109989001,0,0.129987001,3.309669033,,Theta
369,155,"846,668","1,345,235","53,113",840,1337,13,19,0.690,"19,723",841,1338,"120,466","13,000","1,644",0.608,0.849,,,71.71,19.24,0.42,4.91,2.19,0.34,1.19,,Secondary
370,486,"276,037","1,356,449","110,225",262,1341,26,35,0.503,"38,079",265,1341,"113,199","25,682","1,582",0.632,0.770,,,68.92803598,11.05697151,0.287356322,8.995502249,4.672663668,3.573213393,2.486256872,,Secondary
371,21,"924,405","1,345,119","17,314",922,1342,5,6,0.880,"6,708",923,1342,"116,565","5,000","1,500",0.667,0.824,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
372,19,"216,342","1,350,289","26,627",213,1348,7,5,0.337,"8,062",213,1348,"150,255","5,000","1,659",0.603,0.633,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
373,24,"753,625","1,352,833","16,728",751,1350,5,6,"1,000","6,708",752,1350,"116,565","5,000","1,222",0.818,0.906,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
374,22,"543,682","1,356,091","16,728",541,1353,5,6,0.988,"7,211",542,1353,"123,690","4,919","1,582",0.632,0.880,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
375,68,"350,191","1,361,706","30,627",346,1356,9,11,0.911,"12,042",346,1366,"48,366","8,485","1,461",0.684,0.889,,,64.15,19.03,14.27,0.14,0,0.19,2.22,,S-phase
376,99,"1,261,237","1,362,258","36,627",1255,1357,12,11,0.927,"13,000",1255,1364,"22,620","11,000","1,090",0.918,0.908,,,69.9,17.98,0.46,5.23,2.61,0.84,2.98,,Secondary
377,38,"1,123,289","1,361,658","24,142",1119,1359,8,6,0.819,"8,944",1119,1363,"26,565","6,000","1,372",0.729,0.884,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
378,102,"222,304","1,368,147","42,527",216,1361,12,14,0.709,"16,643",218,1375,"57,265","9,323","1,992",0.502,0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
379,29,"1,547,155","1,365,086","26,971",1542,1363,10,5,0.501,"11,180",1542,1368,"26,565","4,667","3,050",0.328,0.707,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
380,32,"818,031","1,370,875","22,971",815,1366,6,9,0.762,"9,220",817,1366,"102,529","5,590","1,738",0.576,0.790,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
381,13,"1,543,115","1,373,346","15,314",1541,1371,5,4,0.697,"5,831",1541,1375,"30,964","4,000","1,289",0.776,0.765,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
382,23,"1,122,630","1,374,630","20,971",1119,1372,7,5,0.657,"8,062",1119,1372,"150,255","5,000","1,690",0.592,0.767,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
383,139,"349,104","1,381,651","44,042",343,1375,13,14,0.901,"15,811",345,1389,"55,305","13,000","1,105",0.905,0.914,,,53.07530753,23.22232223,21.40214021,0.220022002,0.270027003,0.340034003,1.470147015,,S-phase
384,12,"90,417","1,378,333","12,485",89,1376,3,5,0.967,"5,385",89,1376,"111,801","3,000","1,579",0.633,0.889,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
385,47,"690,500","1,388,500","24,971",687,1384,7,9,0.947,"9,487",689,1393,"71,565","7,000","1,256",0.796,0.887,,,70.28457197,25.49388523,0.964252117,0.082314205,0.141110066,0.341015992,2.692850423,,Theta
386,13,"1,383,885","1,388,115","11,899",1382,1386,4,4,"1,000","5,000",1382,1390,"36,870","4,000","1,159",0.863,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
387,38,"420,079","1,395,079","23,556",416,1392,9,6,0.861,"9,849",416,1398,"23,962","6,000","1,646",0.607,0.864,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
388,231,"1,561,578","1,404,660","66,184",1553,1395,18,19,0.663,"22,672",1554,1411,"41,424","16,007","1,207",0.828,0.834,,,69.69583645,15.3328347,0.186985789,6.008476689,3.76464722,2.293692346,2.717526801,,Secondary
389,19,"425,711","1,403,447","15,314",423,1401,5,5,"1,000","6,403",423,1405,"38,660","4,919","1,380",0.725,0.884,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
390,170,"1,031,424","1,412,500","50,042",1025,1404,12,18,0.853,"18,682",1029,1404,"105,524","12,000","1,570",0.637,0.932,,,51.61014882,24.55476946,21.34666992,0,0.097584777,0.304952427,2.085874604,,S-phase
391,130,"794,123","1,415,208","44,042",787,1408,14,13,0.842,"15,620",791,1408,"129,806","12,728","1,114",0.898,0.887,,,77.40327558,11.70187515,0.676477569,5.613577023,2.195585094,1.507239497,0.901970093,,Secondary
392,17,"905,676","1,419,794","20,385",902,1418,7,4,0.514,"7,616",902,1418,"156,801","4,000","2,300",0.435,0.723,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
